\ant-1.3,0.4333333333333333
\ant-1.4,0.0
\ant-1.5,0.08
\ant-1.6,0.6234477124183007
\ant-1.7,0.5651516624447331
\camel-1.0,0.0
\camel-1.2,0.3678806642274134
\camel-1.4,0.17378414842811132
\camel-1.6,0.15137254202700426
\ivy-1.1,0.7115168165168164
\ivy-1.4,0.05
\ivy-2.0,0.2621428571428571
\jedit-3.2,0.6068977591036415
\jedit-4.0,0.5188600288600288
\jedit-4.1,0.6366133866133866
\jedit-4.2,0.18502164502164503
\jedit-4.3,0.26666666666666666
\log4j-1.0,0.5349999999999999
\log4j-1.1,0.6505555555555554
\log4j-1.2,0.9783783783783783
\lucene-2.0,0.6229931669637553
\lucene-2.2,0.7150589020349538
\lucene-2.4,0.7272705154057215
\pbeans-1.0,0.7633333333333334
\pbeans-2.0,0.05
\poi-1.5,0.7578758252157618
\poi-2.0,0.14666666666666667
\poi-2.5,0.8357931900332239
\poi-3.0,0.8436425885150136
\synapse-1.0,0.06666666666666667
\synapse-1.1,0.42712842712842713
\synapse-1.2,0.572992067272253
\velocity-1.4,0.8551324371390784
\velocity-1.5,0.8182509894320239
\velocity-1.6,0.5884297565179918
\xalan-2.4,0.31064954051796156
\xalan-2.5,0.6565776092713242
\xalan-2.6,0.710483720492826
\xerces-1.2,0.2748962148962149
\xerces-1.3,0.36208513708513707
\xerces-init,0.5805984211866564
