name,acc,recall,precision,F_measure,G_measure
jedit-4.0_result.csv,0.7937192142009735,0.5928571507334709,0.5674026057124137,0.5680386245250701,0.6764770299196243
log4j-1.2_result.csv,0.9228947401046753,0.9619883060455322,0.9568902671337127,0.958952260017395,0.0
pbeans-1.0_result.csv,0.800000011920929,1.0,0.800000011920929,0.8800000071525573,0.0
synapse-1.1_result.csv,0.7071428656578064,0.27333334237337115,0.33333333730697634,0.4026822490351541,0.3446278512477875
lucene-2.2_result.csv,0.6023550570011139,0.95,0.611782455444336,0.742413729429245,0.07731935679912567
camel-1.6_result.csv,0.7783688068389892,0.032456140220165255,0.039743590354919436,nan,nan
velocity-1.5_result.csv,0.6636363744735718,1.0,0.6636363744735718,0.7977177262306213,0.0
log4j-1.0_result.csv,0.6977272778749466,0.175,0.10500000119209289,0.6057692468166351,0.11713286638259887
poi-2.5_result.csv,0.6526315689086915,1.0,0.6526315689086915,0.6273256301879883,0.0
jedit-4.2_result.csv,0.7298412799835206,0.6400000095367432,0.25399490147829057,nan,nan
jedit-3.2_result.csv,0.6499999940395356,0.1,0.04736842215061188,0.6428571939468384,0.05833333134651184
xalan-2.5_result.csv,0.5052280724048615,0.06842105388641358,0.05652173757553101,0.6020613312721252,0.04144901931285858
poi-3.0_result.csv,0.6415961921215058,1.0,0.6415961921215058,0.7517031669616699,0.0
ant-1.5_result.csv,0.5767195731401443,0.6666666775941849,0.1485425554215908,0.2675299412674374,0.534414353966713
xerces-1.2_result.csv,0.8256870865821838,0.0,0.0,nan,0.0
poi-2.0_result.csv,0.686559134721756,0.31666666865348814,0.16837928295135499,0.24813216365873814,0.3670097321271896
lucene-2.0_result.csv,0.579824560880661,0.6000000059604644,0.402960604429245,0.6831692031451634,0.3251116365194321
camel-1.4_result.csv,0.8193837583065033,0.04857143014669418,0.06500000059604645,nan,nan
ant-1.3_result.csv,0.7801282167434692,0.3,0.23333333432674408,0.4666666746139526,0.3228494584560394
poi-1.5_result.csv,0.6001811385154724,1.0,0.6001811385154724,0.7500382781028747,0.0
ivy-1.4_result.csv,0.8751666724681855,0.4,0.2342857152223587,0.4124338726202647,0.4396663963794708
jedit-4.1_result.csv,0.6252136796712875,0.6666666686534881,0.29892316460609436,0.5123243294656277,0.49183266460895536
camel-1.2_result.csv,0.6285310804843902,0.0095238097012043,0.02222222238779068,nan,0.010358566045761108
velocity-1.6_result.csv,0.6073122650384903,0.225,0.11416666507720948,0.5,0.12684829980134965
synapse-1.0_result.csv,0.5075000047683715,0.95,0.18369769528508187,0.29244755655527116,0.5840813040733337
ant-1.6_result.csv,0.7885714411735535,0.5811111211776734,0.5645129919052124,0.8131944537162781,0.7039755831162134
ivy-1.1_result.csv,0.5674242496490478,1.0,0.5674242496490478,0.7233574271202088,0.0
xalan-2.6_result.csv,0.5302769184112549,0.0,0.0,nan,0.0
pbeans-2.0_result.csv,0.723333340883255,0.3,0.15833333432674407,0.6333333353201548,0.2066666692495346
xerces-1.3_result.csv,0.7423737466335296,0.2500000074505806,0.13910633474588394,0.5438950061798096,0.3547944227854411
xerces-init_result.csv,0.5183823585510254,0.02857142984867096,0.08333333432674409,0.21111112087965012,0.04875331819057464
ivy-2.0_result.csv,0.7558730244636536,0.525,0.2502264454960823,0.48076924681663513,0.3372690975666046
velocity-1.4_result.csv,0.6889473706483841,0.8866666674613952,0.7417251527309418,0.7944922268390655,0.07916666567325592
log4j-1.1_result.csv,0.5109091013669967,0.7916666686534881,0.36448413133621216,0.5523439546426138,0.36542205661535265
lucene-2.4_result.csv,0.6181818246841431,0.9657142877578735,0.6242424368858337,0.8739847391843796,nan
jedit-4.3_result.csv,0.9609693944454193,0.0,0.0,nan,0.0
camel-1.0_result.csv,0.8669340372085571,0.3,0.06285714507102966,nan,nan
xalan-2.4_result.csv,0.7660667419433593,0.20909091532230378,0.10201923251152038,0.5275119692087173,0.2361226479212443
synapse-1.2_result.csv,0.6244615346193314,0.31250000074505807,0.2548663139343262,0.44047576437393826,0.30172168761491774
ant-1.4_result.csv,0.7627451121807098,0.0,0.0,nan,0.0
