file_index,original_value,predict_value
0,3,3.0
1,5,3.0
2,2,12.0
3,3,5.0
4,2,3.0
5,1,3.0
6,2,3.0
7,2,3.0
8,3,5.0
9,2,3.0
10,2,3.0
11,2,6.0
12,4,4.0
13,4,3.0
14,2,3.0
15,2,3.0
16,2,3.0
17,2,3.0
18,4,3.0
19,2,3.0
20,5,3.0
21,3,3.0
22,9,3.0
23,3,2.0
24,7,3.0
25,2,2.0
26,1,2.0
27,1,2.0
28,2,8.0
29,2,3.0
30,2,3.0
31,3,7.0
32,6,3.0
33,2,3.0
34,2,2.0
35,2,2.0
36,4,3.0
37,2,3.0
38,2,3.0
39,7,2.0
40,3,3.0
41,2,2.0
42,4,2.0
43,2,2.0
44,2,13.0
45,2,3.0
46,2,3.0
47,2,3.0
48,2,3.0
49,2,3.0
50,3,3.0
51,2,3.0
52,2,2.0
53,3,3.0
54,2,2.0
55,3,2.0
56,3,7.0
57,2,2.0
58,2,3.0
59,3,3.0
60,2,3.0
61,4,13.0
62,3,3.0
63,2,3.0
64,1,2.0
65,0,4.0
66,1,3.0
67,2,3.0
68,2,3.0
69,3,3.0
70,2,3.0
71,2,3.0
72,5,4.0
73,6,4.0
74,2,3.0
75,2,3.0
76,2,2.0
77,0,3.0
78,3,3.0
79,2,3.0
80,4,2.0
81,2,3.0
82,2,3.0
83,2,3.0
84,5,1.0
85,2,2.0
86,1,3.0
87,1,3.0
88,1,3.0
89,2,3.0
90,2,2.0
91,2,3.0
92,2,3.0
93,2,6.0
94,2,3.0
95,2,3.0
96,2,3.0
97,0,5.0
98,2,3.0
99,5,3.0
100,5,3.0
101,3,3.0
102,10,7.0
103,3,3.0
104,3,4.0
105,2,3.0
106,2,4.0
107,3,3.0
108,2,3.0
109,2,6.0
110,2,5.0
111,2,3.0
112,4,4.0
113,2,4.0
114,2,4.0
115,0,3.0
116,2,4.0
117,4,6.0
118,2,1.0
119,2,2.0
120,4,0.0
121,3,2.0
122,3,1.0
123,1,2.0
124,2,2.0
125,2,1.0
126,2,1.0
127,0,1.0
128,2,1.0
129,3,2.0
130,3,1.0
131,2,4.0
132,8,7.0
133,4,4.0
134,3,1.0
135,5,5.0
136,2,1.0
137,2,2.0
138,3,2.0
139,3,2.0
140,2,2.0
141,3,1.0
142,4,1.0
143,1,2.0
144,0,3.0
145,1,2.0
146,1,2.0
147,3,2.0
148,0,1.0
149,3,1.0
150,3,2.0
151,3,2.0
152,5,2.0
153,2,2.0
154,2,2.0
155,2,2.0
156,3,4.0
157,2,3.0
158,2,4.0
159,2,3.0
160,2,3.0
161,1,3.0
162,2,8.0
163,2,3.0
164,2,3.0
165,3,3.0
166,2,3.0
167,3,14.0
168,2,3.0
169,4,4.0
170,2,3.0
171,2,4.0
172,2,4.0
173,3,3.0
174,3,4.0
175,3,4.0
176,4,2.0
177,3,1.0
178,7,2.0
179,2,2.0
180,2,2.0
181,1,2.0
182,1,3.0
183,1,3.0
184,0,2.0
185,2,3.0
186,3,3.0
187,2,2.0
188,3,13.0
189,2,3.0
190,2,3.0
191,2,3.0
192,2,2.0
193,4,2.0
