name,acc,recall,precision,F_measure,G_measure
ant-1.3.csv,0.831196581,0.657777778,0.657777778,0.602287582,0.657526882
ant-1.4.csv,0.655228758,0.567019104,0.567019104,0.347222222,0.35
ant-1.5.csv,0.759259259,0.177777778,0.177777778,0.333333333,0.49382716
ant-1.6.csv,0.739285714,0.572457611,0.572457611,0.586092252,0.547000149
camel-1.0.csv,nan,nan,nan,0,0
camel-1.2.csv,0.574915254,0.423326369,0.423326369,0.396596465,0.394025361
camel-1.4.csv,0.70611578,0.372098089,0.372098089,0.2992584,0.325904604
camel-1.6.csv,0.68313887,0.37638038,0.37638038,0.33055867,0.373117301
ivy-1.1.csv,0.731060606,0.662883283,0.662883283,0.722399527,0.640344774
ivy-1.4.csv,0.892666667,0.504367816,0.504367816,0.591482172,0.624871795
ivy-2.0.csv,0.824761905,0.367724167,0.367724167,0.383772569,0.505969421
jedit-3.2.csv,0.663461538,0.546665401,0.546665401,0.552310349,0.541326374
jedit-4.0.csv,0.724599754,0.502236652,0.502236652,0.536196493,0.47787493
jedit-4.1.csv,0.760683761,0.586139697,0.586139697,0.55960213,0.635199438
jedit-4.2.csv,0.799603175,0.434910726,0.434910726,0.332936508,0.416756431
jedit-4.3.csv,0.979591837,0.666666667,0.666666667,0.989473684,0.5
log4j-1.0.csv,0.676767677,0.438095238,0.438095238,0.579482969,0.470338164
log4j-1.1.csv,0.653030303,0.511216931,0.511216931,0.485185185,0.550847203
log4j-1.2.csv,0.842105263,0.914285714,0.914285714,0.941176471,0
lucene-2.0.csv,0.673976608,0.653566042,0.653566042,0.681302267,0.607792393
lucene-2.2.csv,0.581521739,0.647947645,0.647947645,0.468618768,0.594084117
lucene-2.4.csv,0.609848485,0.675317561,0.675317561,0.553867037,0.548155707
pbeans-1.0.csv,nan,nan,nan,0,0
pbeans-2.0.csv,0.8,0.666666667,0.666666667,0.857142857,0.5
poi-1.5.csv,0.634834369,0.661088052,0.661088052,0.47032892,0.688488791
poi-2.0.csv,0.804731183,0.45576416,0.45576416,0.43124183,0.391660232
poi-2.5.csv,0.739766082,0.71015406,0.71015406,0.680993181,0.628650582
poi-3.0.csv,0.741845364,0.699428054,0.699428054,0.712958684,0.674580246
synapse-1.0.csv,0.891666667,0.937888199,0.937888199,0.527777778,0.666666667
synapse-1.1.csv,0.648511905,0.422796384,0.422796384,0.401360193,0.525634739
synapse-1.2.csv,0.717435897,0.561902067,0.561902067,0.572556039,0.574145024
velocity-1.4.csv,0.74962406,0.754345863,0.754345863,0.565866176,0.603378324
velocity-1.5.csv,0.621212121,0.684645325,0.684645325,0.494817888,0.592360134
velocity-1.6.csv,0.57740448,0.509220135,0.509220135,0.459218623,0.420723841
xalan-2.4.csv,0.776602283,0.476671525,0.476671525,0.389673781,0.418963618
xalan-2.5.csv,0.617368421,0.571374266,0.571374266,0.615340447,0.602800677
xalan-2.6.csv,0.660527691,0.601260369,0.601260369,0.621052429,0.631154525
xerces-1.2.csv,0.759183404,0.487593895,0.487593895,0.368149038,0.396336031
xerces-1.3.csv,0.854419192,0.539065479,0.539065479,0.513802258,0.52185504
xerces-init.csv,0.537581699,0.51689053,0.51689053,0.508865658,0.549448894
